"id","bigGat","shop_discount","real_discount"
"l-3182292","Одяг",57,3
"l-3182293","Одяг",57,2
"l-3182294","Одяг",57,2
"l-3182295","Одяг",57,2
"l-3182296","Одяг",57,2
"l-3182297","Одяг",56,2
"l-3182298","Одяг",56,2
"l-3182299","Одяг",56,2
"l-3182300","Одяг",56,2
"l-3182301","Одяг",56,2
"l-3182302","Одяг",56,2
"l-3182303","Одяг",56,2
"l-3182304","Одяг",56,2
"l-3182305","Одяг",57,2
"l-3182306","Одяг",57,3
"l-3182307","Одяг",57,2
"l-3182308","Одяг",57,2
"l-3182309","Одяг",57,2
"l-3182310","Одяг",56,2
"l-3182311","Одяг",57,2
"l-3182312","Одяг",56,2
"l-3182313","Одяг",56,3
"l-3182315","Одяг",56,2
"l-3182316","Одяг",56,3
"l-3182317","Одяг",56,3
"l-3182318","Одяг",56,3
"l-3182319","Одяг",57,2
"l-3182320","Одяг",56,2
"l-3182321","Одяг",56,2
"l-3182322","Одяг",56,2
"l-3182323","Одяг",57,2
"l-3182324","Одяг",57,2
"l-3182325","Одяг",57,2
"l-3182326","Одяг",57,3
"l-3182327","Одяг",56,2
"l-3182328","Одяг",56,2
"l-3182334","Одяг",57,3
"l-3184275","Одяг",88,1
"l-3184293","Одяг",89,20
"l-3184294","Одяг",90,0
"l-3184311","Одяг",92,30
"l-3184315","Одяг",88,-27
"l-3184374","Одяг",92,0
"l-3184380","Одяг",89,0
"l-3184408","Одяг",90,33
"l-3184409","Одяг",91,31
"l-3184416","Одяг",89,11
"l-3184417","Одяг",89,24
"l-3184426","Одяг",89,29
"l-3184429","Одяг",84,5
"l-3184432","Одяг",85,14
"l-3184453","Одяг",88,0
"l-3184454","Одяг",88,1
"l-3184457","Одяг",88,0
"l-3184467","Одяг",89,-33
"l-3184479","Одяг",92,20
"l-3184494","Одяг",92,21
"l-3184500","Одяг",92,12
"l-3184526","Одяг",93,0
"l-3184601","Одяг",87,0
"l-3185607","Сумки",75,20
"l-3185608","Сумки",75,20
"l-3185625","Сумки",25,14
"l-3185626","Сумки",25,14
"l-3185627","Сумки",72,6
"l-3185630","Сумки",36,19
"l-3185637","Сумки",36,19
"l-3185638","Сумки",36,19
"l-3185717","Одяг",20,0
"l-3185718","Одяг",20,0
"l-3185754","Одяг",15,0
"l-3185755","Одяг",15,-2
"l-3185758","Одяг",18,0
"l-3185759","Одяг",30,-3
"l-3185765","Одяг",30,-3
"l-3185768","Одяг",13,-1
"l-3185776","Одяг",32,-2
"l-3185879","Одяг",80,26
"l-3185919","Одяг",79,28
"l-3186058","Одяг",84,29
"l-3186111","Одяг",74,31
"l-3186155","Одяг",84,32
"l-3190068","Одяг",55,0
"l-3190091","Одяг",58,0
"l-3190109","Одяг",56,0
"l-3190146","Одяг",59,0
"l-3190589","Одяг",77,28
"l-3190992","Одяг",90,24
"l-3190993","Одяг",80,-2
"l-3191033","Одяг",81,-1
"l-3191047","Одяг",92,18
"l-3191061","Одяг",90,27
"l-3191108","Одяг",92,1
"l-3191163","Одяг",88,-29
"l-3191183","Одяг",88,0
"l-3191221","Одяг",90,0
"l-3191227","Одяг",89,0
"l-3191283","Одяг",81,0
"l-3197547","Одяг",65,0
"l-3202370","Одяг",30,0
"l-3202371","Одяг",30,-3
"l-3202376","Одяг",22,-3
"l-3202380","Одяг",18,-2
"l-3202384","Одяг",10,-2
"l-3203869","Одяг",81,0
"l-3203870","Одяг",81,-1
"l-3203890","Одяг",81,0
"l-3207571","Одяг",76,33
"l-3207579","Одяг",76,33
"l-3210954","Одяг",71,32
"l-3211869","Одяг",53,32
"l-3211879","Одяг",49,32
"l-3214785","Одяг",81,-1
"l-3214937","Одяг",77,-1
"l-3214938","Одяг",77,-1
"l-3218506","Одяг",81,-2
"l-3222051","Одяг",57,-25
"l-3222191","Сумки",50,1
"l-3222814","Одяг",73,46
"l-3222850","Одяг",72,42
"l-3222997","Одяг",57,0
"l-3224248","Одяг",72,25
"l-3224461","Одяг",71,25
"l-3225495","Одяг",43,28
"l-3225524","Одяг",44,24
"l-3225533","Одяг",41,23
"l-3225599","Одяг",41,25
"l-3227322","Сумки",72,8
"l-3227324","Сумки",72,8
"l-3227325","Сумки",75,20
"l-3227330","Сумки",14,23
"l-3227349","Сумки",72,9
"l-3227352","Сумки",72,9
"l-3227360","Сумки",72,10
"l-3227361","Сумки",75,23
"l-3227368","Сумки",72,11
"l-3227376","Сумки",75,18
"l-3229005","Одяг",88,34
"l-3229817","Одяг",57,0
"l-3229821","Одяг",81,32
"l-3229983","Одяг",63,-55
"l-3232969","Одяг",65,24
"l-3233078","Одяг",57,0
"l-3238394","Одяг",72,21
"l-3239228","Одяг",50,5
"l-3239231","Одяг",50,5
"l-3239232","Одяг",50,5
"l-3239233","Одяг",50,5
"l-3239234","Одяг",50,5
"l-3239235","Одяг",50,4
"l-3239239","Одяг",50,5
"l-3241153","Одяг",72,24
"l-3241179","Одяг",90,0
"l-3241406","Одяг",72,21
"l-3241460","Одяг",72,19
"l-3241485","Одяг",93,2
"l-3243019","Одяг",49,32
"l-3246792","Одяг",63,-22
"l-3249124","Сумки",82,29
"l-3249264","Сумки",82,16
"l-3255163","Одяг",49,7
"l-3255242","Одяг",76,47
"l-3255243","Одяг",76,47
"l-3255701","Одяг",56,2
"l-3255702","Одяг",56,3
"l-3255703","Одяг",56,3
"l-3255704","Одяг",56,2
"l-3255705","Одяг",56,2
"l-3255706","Одяг",56,2
"l-3255707","Одяг",56,2
"l-3255710","Одяг",57,2
"l-3255711","Одяг",57,3
"l-3255712","Одяг",57,2
"l-3255713","Одяг",57,2
"l-3255714","Одяг",57,2
"l-3255715","Одяг",56,2
"l-3255716","Одяг",56,2
"l-3255717","Одяг",56,3
"l-3255719","Одяг",56,2
"l-3255721","Одяг",56,2
"l-3255723","Одяг",56,2
"l-3255724","Одяг",56,2
"l-3255725","Одяг",56,2
"l-3255726","Одяг",56,2
"l-3255727","Одяг",56,2
"l-3255728","Одяг",56,2
"l-3255729","Одяг",56,2
"l-3255730","Одяг",57,3
"l-3255731","Одяг",57,3
"l-3255732","Одяг",56,2
"l-3256955","Одяг",84,34
"l-3257971","Одяг",56,2
"l-3257972","Одяг",56,2
"l-3257973","Одяг",56,3
"l-3257974","Одяг",56,2
"l-3257975","Одяг",56,2
"l-3257976","Одяг",56,3
"l-3257977","Одяг",56,2
"l-3257978","Одяг",56,2
"l-3257979","Одяг",56,2
"l-3258334","Одяг",81,0
"l-3258963","Сумки",49,24
"l-3262492","Одяг",83,21
"l-3263465","Одяг",53,31
"l-3263466","Одяг",47,29
"l-3263559","Одяг",53,2
"l-3263566","Одяг",43,-8
"l-3263576","Одяг",53,2
"l-3264124","Одяг",49,-1
"l-3268212","Одяг",83,0
"l-3268326","Одяг",84,4
"l-3268433","Одяг",81,2
"l-3268638","Одяг",70,40
"l-3269388","Одяг",89,31
"l-3270157","Одяг",82,5
"l-3270232","Одяг",80,-13
"l-3270305","Одяг",82,9
"l-3270398","Одяг",78,0
"l-3270773","Одяг",49,5
"l-3270774","Одяг",49,4
"l-3272783","Одяг",69,0
"l-3276233","Одяг",81,0
"l-3279537","Одяг",64,27
"l-3281047","Одяг",78,0
"l-3283992","Сумки",75,22
"l-3284570","Одяг",78,0
"l-3285244","Сумки",36,19
"l-3285952","Сумки",85,27
"l-3286955","Одяг",82,33
"l-3288959","Сумки",75,22
"l-3288962","Сумки",75,17
"l-3288963","Сумки",75,18
"l-3290233","Одяг",72,25
"l-3294294","Одяг",80,32
"l-3294989","Одяг",62,-50
"l-3295542","Одяг",56,2
"l-3295543","Одяг",56,3
"l-3295545","Одяг",57,2
"l-3295546","Одяг",57,3
"l-3295559","Одяг",56,2
"l-3295560","Одяг",56,2
"l-3298150","Одяг",64,0
"l-3301070","Одяг",71,19
"l-3302007","Одяг",81,0
"l-3304702","Одяг",90,0
"l-3304703","Одяг",90,0
"l-3304718","Одяг",91,-33
"l-3304721","Одяг",90,0
"l-3304723","Одяг",94,0
"l-3304735","Одяг",93,30
"l-3304739","Одяг",90,0
"l-3304741","Одяг",90,0
"l-3304744","Одяг",90,0
"l-3304747","Одяг",90,0
"l-3304752","Одяг",92,0
"l-3304757","Одяг",93,0
"l-3304758","Одяг",93,8
"l-3304777","Одяг",92,25
"l-3304832","Одяг",89,-101
"l-3304979","Одяг",91,0
"l-3304988","Одяг",92,0
"l-3304993","Одяг",90,0
"l-3305022","Одяг",91,0
"l-3305031","Одяг",91,1
"l-3305032","Одяг",91,1
"l-3305038","Одяг",91,0
"l-3305059","Одяг",87,0
"l-3305066","Одяг",88,1
"l-3305070","Одяг",84,0
"l-3305076","Одяг",87,10
"l-3305080","Одяг",88,40
"l-3305081","Одяг",88,25
"l-3305082","Одяг",88,0
"l-3305085","Одяг",89,0
"l-3305098","Одяг",88,0
"l-3305111","Одяг",86,-61
"l-3305112","Одяг",92,0
"l-3305114","Одяг",92,5
"l-3305117","Одяг",91,2
"l-3305138","Одяг",89,20
"l-3305147","Одяг",91,1
"l-3305173","Одяг",90,0
"l-3305176","Одяг",90,33
"l-3305180","Одяг",90,20
"l-3305181","Одяг",92,8
"l-3305182","Одяг",92,5
"l-3305190","Одяг",92,8
"l-3312079","Одяг",49,33
"l-3313051","Одяг",50,4
"l-3313052","Одяг",50,4
"l-3314687","Одяг",91,25
"l-3314710","Одяг",89,25
"l-3314717","Одяг",88,10
"l-3314729","Одяг",86,8
"l-3314738","Одяг",91,2
"l-3314740","Одяг",91,1
"l-3314743","Одяг",93,0
"l-3314744","Одяг",90,0
"l-3314746","Одяг",90,0
"l-3314749","Одяг",91,0
"l-3314756","Одяг",93,0
"l-3314930","Одяг",15,0
"l-3314939","Одяг",15,16
"l-3315362","Одяг",57,3
"l-3315363","Одяг",57,2
"l-3315364","Одяг",56,2
"l-3315390","Одяг",51,41
"l-3315415","Одяг",54,38
"l-3315417","Одяг",54,37
"l-3315418","Одяг",54,37
"l-3315460","Одяг",54,46
"l-3318123","Сумки",65,17
"l-3318137","Сумки",65,16
"l-3318160","Сумки",86,19
"l-3318183","Сумки",65,17
"l-3318190","Сумки",65,17
"l-3318196","Сумки",65,17
"l-3318229","Сумки",65,17
"l-3318237","Сумки",65,17
"l-3318269","Сумки",65,16
"l-3318270","Сумки",65,17
"l-3318294","Сумки",65,17
"l-3318316","Сумки",65,17
"l-3318345","Сумки",65,17
"l-3318354","Сумки",65,16
"l-3320761","Одяг",80,31
"l-3328705","Сумки",72,10
"l-3328706","Сумки",75,20
"l-3328720","Одяг",57,3
"l-3328721","Одяг",56,2
"l-3328790","Одяг",56,2
"l-3328792","Одяг",56,3
"l-3328793","Одяг",56,3
"l-3328794","Одяг",57,3
"l-3328795","Одяг",57,3
"l-3331278","Одяг",92,33
"l-3332681","Одяг",54,32
"l-3332682","Одяг",49,32
"l-3335409","Сумки",36,29
"l-3335731","Одяг",0,-8
"l-3338244","Одяг",65,32
"l-3338256","Одяг",64,25
"l-3338266","Одяг",70,39
"l-3346982","Одяг",72,33
"l-3346984","Одяг",77,38
"l-3347005","Одяг",80,54
"l-3347696","Одяг",81,0
"l-3347717","Одяг",81,0
"l-3354512","Сумки",71,8
"l-3354514","Сумки",71,9
"l-3354534","Сумки",72,7
"l-3354535","Сумки",72,8
"l-3354536","Сумки",72,7
"l-3354537","Сумки",72,8
"l-3354540","Сумки",72,8
"l-3354544","Сумки",72,8
"l-3356229","Сумки",72,14
"l-3358691","Одяг",47,22
"l-3358692","Одяг",47,20
"l-3358694","Одяг",47,20
"l-3361320","Одяг",81,36
"l-3361327","Одяг",77,45
"l-3361602","Одяг",57,2
"l-3361603","Одяг",57,2
"l-3361604","Одяг",57,2
"l-3361605","Одяг",57,3
"l-3361606","Одяг",57,3
"l-3361607","Одяг",57,2
"l-3361608","Одяг",56,2
"l-3361610","Одяг",56,2
"l-3361611","Одяг",56,2
"l-3361612","Одяг",56,2
"l-3361615","Одяг",56,2
"l-3361617","Одяг",57,2
"l-3361618","Одяг",57,2
"l-3361619","Одяг",56,2
"l-3361621","Одяг",56,2
"l-3361622","Одяг",56,2
"l-3361623","Одяг",56,2
"l-3361624","Одяг",56,2
"l-3361625","Одяг",56,2
"l-3361626","Одяг",57,3
"l-3361631","Одяг",57,2
"l-3361632","Одяг",56,2
"l-3361634","Одяг",57,3
"l-3362505","Одяг",49,32
"l-3365544","Одяг",64,29
"l-3365545","Одяг",64,30
"l-3365567","Одяг",65,34
"l-3365569","Одяг",65,35
"l-3365839","Одяг",61,19
"l-3365840","Одяг",61,20
"l-3365841","Одяг",41,13
"l-3365843","Одяг",41,12
"l-3365844","Одяг",41,13
"l-3366135","Одяг",56,2
"l-3366138","Одяг",57,3
"l-3366139","Одяг",56,2
"l-3366140","Одяг",56,2
"l-3366142","Одяг",57,2
"l-3366145","Одяг",57,2
"l-3367706","Сумки",77,16
"l-3377186","Сумки",72,9
"l-3377187","Сумки",72,8
"l-3382671","Одяг",81,0
"l-3382672","Одяг",81,1
"l-3383922","Одяг",50,5
"l-3383923","Одяг",49,4
"l-3383924","Одяг",49,2
"l-3383927","Одяг",50,5
"l-3383929","Одяг",50,5
"l-3383932","Одяг",49,5
"l-3384294","Одяг",83,0
"l-3385314","Одяг",83,0
"l-3385699","Одяг",41,14
"l-3388226","Одяг",81,-1
"l-3393761","Одяг",57,3
"l-3393762","Одяг",57,3
"l-3395419","Одяг",71,-14
"l-3395436","Одяг",71,18
"l-3395587","Одяг",18,-2
"l-3395594","Одяг",22,-3
"l-3395605","Одяг",20,-3
"l-3396725","Одяг",22,16
"l-3400736","Одяг",92,0
"l-3403312","Одяг",49,0
"l-3405919","Одяг",50,5
"l-3405922","Одяг",50,5
"l-3406370","Одяг",57,1
"l-3407166","Одяг",28,0
"l-3407167","Одяг",28,-2
"l-3407168","Одяг",28,-3
"l-3417791","Одяг",27,32
"l-3421671","Одяг",32,1
"l-3423840","Одяг",50,5
"l-3423842","Одяг",49,4
"l-3423843","Одяг",49,4
"l-3423847","Одяг",50,5
"l-3430089","Одяг",81,0
"l-3430487","Одяг",71,38
"l-3430548","Одяг",71,24
"l-3430636","Одяг",72,24
"l-3430681","Одяг",72,21
"l-3431119","Одяг",72,19
"l-3431224","Одяг",71,17
"l-3431242","Одяг",71,17
"l-3431275","Одяг",71,19
"l-3431399","Одяг",71,19
"l-3431417","Одяг",72,21
"l-3437231","Сумки",72,5
"l-3440904","Одяг",74,31
"l-3440936","Одяг",74,52
"l-3441023","Одяг",74,52
"l-3443666","Одяг",77,38
"l-3447389","Одяг",78,32
"l-3447417","Одяг",78,30
"l-3449291","Сумки",74,19
"l-3451061","Сумки",74,18
"l-3458427","Одяг",48,32
"l-3458429","Одяг",43,33
"l-3458437","Одяг",53,33
"l-3459119","Одяг",63,1
"l-3460265","Одяг",50,4
"l-3460274","Одяг",49,5
"l-3470105","Одяг",51,65
"l-3470106","Одяг",51,65
"l-3470128","Одяг",54,53
"l-3470129","Одяг",54,51
"l-3470130","Одяг",54,52
"l-3470143","Одяг",91,20
"l-3470145","Одяг",91,29
"l-3470174","Одяг",88,0
"l-3470175","Одяг",88,0
"l-3470178","Одяг",91,1
"l-3470202","Одяг",90,24
"l-3470205","Одяг",91,25
"l-3470207","Одяг",92,31
"l-3470208","Одяг",90,0
"l-3470234","Одяг",89,2
"l-3470236","Одяг",92,0
"l-3470237","Одяг",90,0
"l-3470238","Одяг",92,4
"l-3470240","Одяг",90,0
"l-3470248","Одяг",90,0
"l-3470250","Одяг",91,18
"l-3470252","Одяг",91,21
"l-3470256","Одяг",91,33
"l-3470259","Одяг",90,0
"l-3470262","Одяг",92,0
"l-3470271","Одяг",90,6
"l-3470282","Одяг",89,24
"l-3470284","Одяг",89,22
"l-3470286","Одяг",91,0
"l-3470287","Одяг",89,1
"l-3470293","Одяг",91,0
"l-3470294","Одяг",88,20
"l-3470300","Одяг",89,33
"l-3470309","Одяг",92,0
"l-3470337","Одяг",89,14
"l-3470365","Одяг",90,14
"l-3470387","Одяг",92,18
"l-3470419","Одяг",90,0
"l-3470427","Одяг",90,0
"l-3470436","Одяг",89,0
"l-3470446","Одяг",91,43
"l-3470454","Одяг",90,0
"l-3470461","Одяг",90,33
"l-3470463","Одяг",90,20
"l-3470474","Одяг",92,14
"l-3470478","Одяг",90,0
"l-3470479","Одяг",90,0
"l-3470485","Одяг",88,8
"l-3470491","Одяг",89,14
"l-3470530","Одяг",90,0
"l-3470532","Одяг",89,0
"l-3470540","Одяг",90,33
"l-3470551","Одяг",89,12
"l-3470559","Одяг",88,0
"l-3470578","Одяг",92,0
"l-3470602","Одяг",88,25
"l-3470604","Одяг",89,0
"l-3470608","Одяг",93,25
"l-3470658","Одяг",90,-33
"l-3470659","Одяг",92,0
"l-3470662","Одяг",90,20
"l-3470667","Одяг",90,0
"l-3470668","Одяг",90,0
"l-3470670","Одяг",91,38
"l-3470674","Одяг",90,18
"l-3470676","Одяг",90,20
"l-3470702","Одяг",91,-23
"l-3470703","Одяг",93,0
"l-3470706","Одяг",91,-23
"l-3470719","Одяг",91,14
"l-3470724","Одяг",91,0
"l-3470733","Одяг",92,4
"l-3470757","Одяг",89,1
"l-3470767","Одяг",88,11
"l-3470768","Одяг",91,2
"l-3470774","Одяг",92,4
"l-3470794","Одяг",90,2
"l-3470826","Одяг",86,8
"l-3470853","Одяг",91,37
"l-3470854","Одяг",91,20
"l-3470856","Одяг",91,14
"l-3470869","Одяг",84,0
"l-3470873","Одяг",84,-29
"l-3470887","Одяг",87,0
"l-3470903","Одяг",91,6
"l-3470908","Одяг",90,8
"l-3470912","Одяг",87,0
"l-3470915","Одяг",90,25
"l-3470925","Одяг",85,0
"l-3470926","Одяг",86,0
"l-3470927","Одяг",85,4
"l-3470957","Одяг",88,2
"l-3470959","Одяг",89,0
"l-3470963","Одяг",92,2
"l-3470979","Одяг",88,0
"l-3470989","Одяг",87,0
"l-3470990","Одяг",88,0
"l-3470993","Одяг",87,14
"l-3470994","Одяг",88,-1
"l-3470998","Одяг",88,0
"l-3470999","Одяг",88,0
"l-3471004","Одяг",90,2
"l-3471005","Одяг",90,0
"l-3471020","Одяг",92,0
"l-3471021","Одяг",89,0
"l-3471023","Одяг",89,0
"l-3471024","Одяг",89,1
"l-3471036","Одяг",92,0
"l-3471042","Одяг",87,-59
"l-3471046","Одяг",88,0
"l-3471050","Одяг",87,17
"l-3471060","Одяг",88,0
"l-3471062","Одяг",88,1
"l-3471063","Одяг",88,0
"l-3471073","Одяг",88,0
"l-3471086","Одяг",89,33
"l-3471088","Одяг",89,0
"l-3471089","Одяг",89,1
"l-3471104","Одяг",90,0
"l-3471114","Одяг",91,0
"l-3471115","Одяг",90,1
"l-3471119","Одяг",91,20
"l-3471125","Одяг",91,0
"l-3471142","Одяг",88,1
"l-3471146","Одяг",91,1
"l-3471147","Одяг",91,2
"l-3471152","Одяг",91,11
"l-3471169","Одяг",91,25
"l-3471191","Одяг",92,23
"l-3471211","Одяг",90,4
"l-3471212","Одяг",90,0
"l-3471238","Одяг",89,-46
"l-3471243","Одяг",90,0
"l-3471245","Одяг",90,24
"l-3471251","Одяг",92,25
"l-3471252","Одяг",92,25
"l-3471253","Одяг",89,0
"l-3471254","Одяг",93,25
"l-3471257","Одяг",91,0
"l-3471259","Одяг",89,0
"l-3471275","Одяг",92,0
"l-3471283","Одяг",91,0
"l-3471285","Одяг",94,0
"l-3471287","Одяг",91,-33
"l-3471288","Одяг",91,0
"l-3471290","Одяг",92,0
"l-3471300","Одяг",93,0
"l-3471303","Одяг",93,0
"l-3471305","Одяг",91,0
"l-3471307","Одяг",91,0
"l-3471308","Одяг",91,33
"l-3471309","Одяг",92,0
"l-3471310","Одяг",91,0
"l-3471311","Одяг",91,31
"l-3471329","Одяг",92,20
"l-3471330","Одяг",92,0
"l-3471334","Одяг",93,2
"l-3471336","Одяг",90,2
"l-3471349","Одяг",90,2
"l-3471386","Одяг",91,0
"l-3471388","Одяг",90,0
"l-3471392","Одяг",94,26
"l-3471395","Одяг",91,1
"l-3471409","Одяг",89,10
"l-3471411","Одяг",88,-9
"l-3471416","Одяг",92,9
"l-3471846","Одяг",81,0
"l-3472520","Одяг",22,-2
"l-3473565","Одяг",71,0
"l-3473885","Одяг",31,13
"l-3473903","Одяг",33,16
"l-3473905","Одяг",30,9
"l-3473924","Одяг",32,26
"l-3473945","Одяг",35,29
"l-3474931","Одяг",50,-1
"l-3474933","Одяг",50,-1
"l-3474935","Одяг",50,-1
"l-3474938","Одяг",50,-1
"l-3474940","Одяг",50,-2
"l-3477625","Одяг",20,-2
"l-3477627","Одяг",20,-4
"l-3477664","Одяг",11,-1
"l-3477670","Одяг",11,-1
"l-3477671","Одяг",11,-2
"l-3477682","Одяг",37,41
"l-3480509","Одяг",38,2
"l-3480902","Одяг",51,32
"l-3480980","Одяг",88,20
"l-3486506","Одяг",57,3
"l-3486507","Одяг",57,3
"l-3486508","Одяг",57,3
"l-3486509","Одяг",57,3
"l-3486510","Одяг",56,2
"l-3486511","Одяг",56,2
"l-3486512","Одяг",56,2
"l-3486513","Одяг",56,2
"l-3492102","Одяг",91,33
"l-3497354","Сумки",72,11
"l-3497411","Одяг",75,50
"l-3497954","Одяг",50,4
"l-3497962","Одяг",50,5
"l-3497963","Одяг",50,5
"l-3503887","Одяг",81,0
"l-3505200","Одяг",20,0
"l-3505352","Одяг",58,9
"l-3505360","Сумки",72,10
"l-3505362","Сумки",72,10
"l-3505365","Сумки",72,10
"l-3505368","Сумки",72,10
"l-3505370","Сумки",72,10
"l-3505372","Сумки",72,10
"l-3505373","Сумки",72,10
"l-3505376","Сумки",72,10
"l-3505403","Сумки",72,10
"l-3505404","Одяг",73,0
"l-3505406","Одяг",62,0
"l-3505411","Одяг",53,1
"l-3505415","Одяг",46,-1
"l-3505451","Одяг",63,0
"l-3505454","Одяг",63,-2
"l-3505472","Одяг",62,-59
"l-3505476","Одяг",62,-79
"l-3505477","Одяг",62,-17
"l-3506074","Одяг",62,-52
"l-3507147","Одяг",56,2
"l-3507148","Одяг",56,2
"l-3507149","Одяг",56,2
"l-3507150","Одяг",56,2
"l-3507151","Одяг",56,2
"l-3507152","Одяг",56,2
"l-3507153","Одяг",56,2
"l-3508712","Одяг",61,21
"l-3508714","Одяг",61,26
"l-3508751","Одяг",30,18
"l-3510143","Одяг",78,31
"l-3511227","Одяг",64,31
